구코드,구명,분기코드,점포수,카테고리,점포수_증감률,폐업률,점포수_gap,폐업률_delta,폐업률_gap,카테고리_코드
11170,용산구,2024Q4,688,양식음식점,0.1026,0.0689,64,1.7478,0.0438,WESTERN
11170,용산구,2025Q1,672,양식음식점,-0.0233,0.0858,-16,0.2445,0.0168,WESTERN
11170,용산구,2025Q2,670,양식음식점,-0.003,0.0685,-2,-0.2018,-0.0173,WESTERN
11170,용산구,2025Q3,669,양식음식점,-0.0015,0.0358,-1,-0.4767,-0.0326,WESTERN
11170,용산구,2025Q4,685,양식음식점,0.0239,0.0194,16,-0.4575,-0.0164,WESTERN
11170,용산구,2023Q1,238,일식음식점,0.0,0.0,0,0.0,0.0,JAPANESE
11170,용산구,2023Q2,285,일식음식점,0.1975,0.042,47,0.0,0.0,JAPANESE
11170,용산구,2023Q3,289,일식음식점,0.014,0.0772,4,0.8372,0.0352,JAPANESE
11170,용산구,2023Q4,281,일식음식점,-0.0277,0.0623,-8,-0.1931,-0.0149,JAPANESE
11170,용산구,2024Q1,287,일식음식점,0.0214,0.0676,6,0.0856,0.0053,JAPANESE
11170,용산구,2024Q2,284,일식음식점,-0.0105,0.0418,-3,-0.3816,-0.0258,JAPANESE
11170,용산구,2024Q3,271,일식음식점,-0.0458,0.0493,-13,0.179,0.0075,JAPANESE
11170,용산구,2024Q4,290,일식음식점,0.0701,0.0701,19,0.4222,0.0208,JAPANESE
11170,용산구,2025Q1,284,일식음식점,-0.0207,0.0724,-6,0.0328,0.0023,JAPANESE
11170,용산구,2025Q2,275,일식음식점,-0.0317,0.0493,-9,-0.3192,-0.0231,JAPANESE
11170,용산구,2025Q3,272,일식음식점,-0.0109,0.0545,-3,0.1065,0.0052,JAPANESE
11170,용산구,2025Q4,278,일식음식점,0.0221,0.0625,6,0.1458,0.008,JAPANESE
11170,용산구,2023Q1,4530,전체,0.0,0.0,0,0.0,0.0,ALL
11170,용산구,2023Q2,4948,전체,0.0923,0.0497,418,0.0,0.0,ALL
11170,용산구,2023Q3,4877,전체,-0.0143,0.0798,-71,0.6072,0.0302,ALL
11170,용산구,2023Q4,4847,전체,-0.0062,0.0504,-30,-0.3681,-0.0294,ALL
11170,용산구,2024Q1,4813,전체,-0.007,0.0809,-34,0.6034,0.0304,ALL
11170,용산구,2024Q2,4677,전체,-0.0283,0.0476,-136,-0.4117,-0.0333,ALL
11170,용산구,2024Q3,4523,전체,-0.0329,0.0346,-154,-0.272,-0.0129,ALL
11170,용산구,2024Q4,5141,전체,0.1366,0.0683,618,0.9724,0.0337,ALL
11170,용산구,2025Q1,4980,전체,-0.0313,0.0784,-161,0.1474,0.0101,ALL
11170,용산구,2025Q2,4862,전체,-0.0237,0.0612,-118,-0.2187,-0.0171,ALL
11170,용산구,2025Q3,4859,전체,-0.0006,0.0442,-3,-0.278,-0.017,ALL
11170,용산구,2025Q4,4912,전체,0.0109,0.0331,53,-0.2507,-0.0111,ALL
11170,용산구,2023Q1,195,제과점,0.0,0.0,0,0.0,0.0,BAKERY
11170,용산구,2023Q2,222,제과점,0.1385,0.0359,27,0.0,0.0,BAKERY
11170,용산구,2023Q3,217,제과점,-0.0225,0.0721,-5,1.0077,0.0362,BAKERY
11170,용산구,2023Q4,219,제과점,0.0092,0.0323,2,-0.5524,-0.0398,BAKERY
11170,용산구,2024Q1,212,제과점,-0.032,0.0868,-7,1.6895,0.0545,BAKERY
11170,용산구,2024Q2,209,제과점,-0.0142,0.0566,-3,-0.3476,-0.0302,BAKERY
11170,용산구,2024Q3,204,제과점,-0.0239,0.0239,-5,-0.5774,-0.0327,BAKERY
11170,용산구,2024Q4,235,제과점,0.152,0.0931,31,2.8931,0.0692,BAKERY
11170,용산구,2025Q1,231,제과점,-0.017,0.0766,-4,-0.1776,-0.0165,BAKERY
11170,용산구,2025Q2,232,제과점,0.0043,0.039,1,-0.4913,-0.0376,BAKERY
11170,용산구,2025Q3,224,제과점,-0.0345,0.069,-8,0.7701,0.03,BAKERY
11170,용산구,2025Q4,228,제과점,0.0179,0.0312,4,-0.5469,-0.0377,BAKERY
11170,용산구,2023Q1,136,중식음식점,0.0,0.0,0,0.0,0.0,CHINESE
11170,용산구,2023Q2,144,중식음식점,0.0588,0.0368,8,0.0,0.0,CHINESE
11170,용산구,2023Q3,142,중식음식점,-0.0139,0.0903,-2,1.4556,0.0535,CHINESE
11170,용산구,2023Q4,145,중식음식점,0.0211,0.0352,3,-0.61,-0.0551,CHINESE
11170,용산구,2024Q1,139,중식음식점,-0.0414,0.0759,-6,1.1545,0.0407,CHINESE
11170,용산구,2024Q2,131,중식음식점,-0.0576,0.0647,-8,-0.1465,-0.0111,CHINESE
11170,용산구,2024Q3,129,중식음식점,-0.0153,0.0153,-2,-0.7642,-0.0495,CHINESE
11170,용산구,2024Q4,145,중식음식점,0.124,0.0078,16,-0.4922,-0.0075,CHINESE
11170,용산구,2025Q1,142,중식음식점,-0.0207,0.0483,-3,5.2276,0.0405,CHINESE
11170,용산구,2025Q2,143,중식음식점,0.007,0.0282,1,-0.4165,-0.0201,CHINESE
11170,용산구,2025Q3,134,중식음식점,-0.0629,0.0699,-9,1.4825,0.0418,CHINESE
11170,용산구,2025Q4,134,중식음식점,0.0,0.0373,0,-0.4664,-0.0326,CHINESE
11170,용산구,2023Q1,129,치킨전문점,0.0,0.0,0,0.0,0.0,CHICKEN
11170,용산구,2023Q2,142,치킨전문점,0.1008,0.0543,13,0.0,0.0,CHICKEN
11170,용산구,2023Q3,133,치킨전문점,-0.0634,0.0915,-9,0.6871,0.0373,CHICKEN
11170,용산구,2023Q4,141,치킨전문점,0.0602,0.0226,8,-0.7536,-0.069,CHICKEN
11170,용산구,2024Q1,131,치킨전문점,-0.0709,0.1277,-10,4.6596,0.1051,CHICKEN
11170,용산구,2024Q2,124,치킨전문점,-0.0534,0.0763,-7,-0.402,-0.0513,CHICKEN
11170,용산구,2024Q3,114,치킨전문점,-0.0806,0.0806,-10,0.0565,0.0043,CHICKEN
11170,용산구,2024Q4,129,치킨전문점,0.1316,0.0439,15,-0.4561,-0.0368,CHICKEN
11170,용산구,2025Q1,123,치킨전문점,-0.0465,0.0543,-6,0.2372,0.0104,CHICKEN
11170,용산구,2025Q2,123,치킨전문점,0.0,0.0244,0,-0.5505,-0.0299,CHICKEN
11170,용산구,2025Q3,124,치킨전문점,0.0081,0.0081,1,-0.6667,-0.0163,CHICKEN
11170,용산구,2025Q4,123,치킨전문점,-0.0081,0.0242,-1,1.9758,0.0161,CHICKEN
11170,용산구,2023Q1,789,커피-음료,0.0,0.0,0,0.0,0.0,CAFE
11170,용산구,2023Q2,876,커피-음료,0.1103,0.0558,87,0.0,0.0,CAFE
11170,용산구,2023Q3,871,커피-음료,-0.0057,0.089,-5,0.5967,0.0333,CAFE
11170,용산구,2023Q4,855,커피-음료,-0.0184,0.0666,-16,-0.2521,-0.0225,CAFE
11170,용산구,2024Q1,863,커피-음료,0.0094,0.083,8,0.247,0.0165,CAFE
11170,용산구,2024Q2,850,커피-음료,-0.0151,0.0382,-13,-0.5395,-0.0448,CAFE
11170,용산구,2024Q3,820,커피-음료,-0.0353,0.0365,-30,-0.0462,-0.0018,CAFE
11170,용산구,2024Q4,931,커피-음료,0.1354,0.1,111,1.7419,0.0635,CAFE
11170,용산구,2025Q1,911,커피-음료,-0.0215,0.0806,-20,-0.1944,-0.0194,CAFE
11170,용산구,2025Q2,860,커피-음료,-0.056,0.0922,-51,0.1446,0.0116,CAFE
11170,용산구,2025Q3,872,커피-음료,0.014,0.0419,12,-0.546,-0.0503,CAFE
11170,용산구,2025Q4,860,커피-음료,-0.0138,0.0344,-12,-0.1781,-0.0075,CAFE
11170,용산구,2023Q1,184,패스트푸드점,0.0,0.0,0,0.0,0.0,FASTFOOD
11170,용산구,2023Q2,209,패스트푸드점,0.1359,0.0761,25,0.0,0.0,FASTFOOD
11170,용산구,2023Q3,198,패스트푸드점,-0.0526,0.0957,-11,0.2577,0.0196,FASTFOOD
11170,용산구,2023Q4,207,패스트푸드점,0.0455,0.0303,9,-0.6833,-0.0654,FASTFOOD
11170,용산구,2024Q1,200,패스트푸드점,-0.0338,0.1063,-7,2.5072,0.076,FASTFOOD
11170,용산구,2024Q2,194,패스트푸드점,-0.03,0.055,-6,-0.4825,-0.0513,FASTFOOD
11170,용산구,2024Q3,179,패스트푸드점,-0.0773,0.0825,-15,0.4995,0.0275,FASTFOOD
11170,용산구,2024Q4,178,패스트푸드점,-0.0056,0.2011,-1,1.4385,0.1186,FASTFOOD
11170,용산구,2025Q1,180,패스트푸드점,0.0112,0.0449,2,-0.7765,-0.1562,FASTFOOD
11170,용산구,2025Q2,170,패스트푸드점,-0.0556,0.0944,-10,1.1014,0.0495,FASTFOOD
11170,용산구,2025Q3,170,패스트푸드점,0.0,0.0353,0,-0.6263,-0.0592,FASTFOOD
11170,용산구,2025Q4,169,패스트푸드점,-0.0059,0.0412,-1,0.1667,0.0059,FASTFOOD
11170,용산구,2023Q1,1345,한식음식점,0.0,0.0,0,0.0,0.0,KOREAN
11170,용산구,2023Q2,1463,한식음식점,0.0877,0.0379,118,0.0,0.0,KOREAN
11170,용산구,2023Q3,1441,한식음식점,-0.015,0.0745,-22,0.9649,0.0366,KOREAN
11170,용산구,2023Q4,1434,한식음식점,-0.0049,0.0458,-7,-0.3853,-0.0287,KOREAN
11170,용산구,2024Q1,1434,한식음식점,0.0,0.0676,0,0.4769,0.0218,KOREAN
11170,용산구,2024Q2,1391,한식음식점,-0.03,0.0523,-43,-0.2268,-0.0153,KOREAN
11170,용산구,2024Q3,1354,한식음식점,-0.0266,0.0288,-37,-0.4502,-0.0235,KOREAN
11170,용산구,2024Q4,1596,한식음식점,0.1787,0.0532,242,0.8492,0.0244,KOREAN
11170,용산구,2025Q1,1514,한식음식점,-0.0514,0.1021,-82,0.9206,0.049,KOREAN
11170,용산구,2025Q2,1488,한식음식점,-0.0172,0.0555,-26,-0.4568,-0.0466,KOREAN
11170,용산구,2025Q3,1525,한식음식점,0.0249,0.047,37,-0.1521,-0.0084,KOREAN
11170,용산구,2025Q4,1582,한식음식점,0.0374,0.038,57,-0.1915,-0.009,KOREAN
11170,용산구,2023Q1,686,호프-간이주점,0.0,0.0,0,0.0,0.0,PUB
11170,용산구,2023Q2,687,호프-간이주점,0.0015,0.0554,1,0.0,0.0,PUB
11170,용산구,2023Q3,665,호프-간이주점,-0.032,0.0742,-22,0.3402,0.0188,PUB
11170,용산구,2023Q4,666,호프-간이주점,0.0015,0.0346,1,-0.5341,-0.0396,PUB
11170,용산구,2024Q1,643,호프-간이주점,-0.0345,0.0796,-23,1.3009,0.045,PUB
11170,용산구,2024Q2,614,호프-간이주점,-0.0451,0.0513,-29,-0.3551,-0.0283,PUB
11170,용산구,2024Q3,593,호프-간이주점,-0.0342,0.0342,-21,-0.3336,-0.0171,PUB
11170,용산구,2024Q4,691,호프-간이주점,0.1653,0.0304,98,-0.1125,-0.0038,PUB
11170,용산구,2025Q1,673,호프-간이주점,-0.026,0.0434,-18,0.4303,0.0131,PUB
11170,용산구,2025Q2,659,호프-간이주점,-0.0208,0.0431,-14,-0.0075,-0.0003,PUB
11170,용산구,2025Q3,635,호프-간이주점,-0.0364,0.0395,-24,-0.0844,-0.0036,PUB
11170,용산구,2025Q4,621,호프-간이주점,-0.022,0.022,-14,-0.4412,-0.0174,PUB
11200,성동구,2023Q1,213,분식전문점,0.0,0.0,0,0.0,0.0,SNACK
11200,성동구,2023Q2,245,분식전문점,0.1502,0.0563,32,0.0,0.0,SNACK
11200,성동구,2023Q3,251,분식전문점,0.0245,0.0816,6,0.449,0.0253,SNACK
11200,성동구,2023Q4,245,분식전문점,-0.0239,0.0757,-6,-0.0727,-0.0059,SNACK
11200,성동구,2024Q1,244,분식전문점,-0.0041,0.098,-1,0.2941,0.0223,SNACK
11200,성동구,2024Q2,233,분식전문점,-0.0451,0.0615,-11,-0.3724,-0.0365,SNACK
11200,성동구,2024Q3,221,분식전문점,-0.0515,0.0515,-12,-0.1622,-0.01,SNACK
11200,성동구,2024Q4,228,분식전문점,0.0317,0.0724,7,0.4057,0.0209,SNACK
11200,성동구,2025Q1,224,분식전문점,-0.0175,0.0614,-4,-0.1519,-0.011,SNACK
11200,성동구,2025Q2,218,분식전문점,-0.0268,0.067,-6,0.0906,0.0056,SNACK
11200,성동구,2025Q3,213,분식전문점,-0.0229,0.0367,-5,-0.452,-0.0303,SNACK
11200,성동구,2025Q4,209,분식전문점,-0.0188,0.0563,-4,0.5352,0.0196,SNACK
11200,성동구,2023Q1,260,양식음식점,0.0,0.0,0,0.0,0.0,WESTERN
11200,성동구,2023Q2,313,양식음식점,0.2038,0.1,53,0.0,0.0,WESTERN
11200,성동구,2023Q3,318,양식음식점,0.016,0.0895,5,-0.1054,-0.0105,WESTERN
11200,성동구,2023Q4,303,양식음식점,-0.0472,0.0818,-15,-0.086,-0.0077,WESTERN
11200,성동구,2024Q1,313,양식음식점,0.033,0.0825,10,0.0091,0.0007,WESTERN
11200,성동구,2024Q2,298,양식음식점,-0.0479,0.0735,-15,-0.1094,-0.009,WESTERN
11200,성동구,2024Q3,289,양식음식점,-0.0302,0.0336,-9,-0.5433,-0.0399,WESTERN
11200,성동구,2024Q4,312,양식음식점,0.0796,0.1557,23,3.6401,0.1222,WESTERN
11200,성동구,2025Q1,298,양식음식점,-0.0449,0.0865,-14,-0.4442,-0.0692,WESTERN
11200,성동구,2025Q2,293,양식음식점,-0.0168,0.0772,-5,-0.1081,-0.0094,WESTERN
11200,성동구,2025Q3,283,양식음식점,-0.0341,0.0546,-10,-0.2925,-0.0226,WESTERN
11200,성동구,2025Q4,296,양식음식점,0.0459,0.0247,13,-0.547,-0.0299,WESTERN
11200,성동구,2023Q1,192,일식음식점,0.0,0.0,0,0.0,0.0,JAPANESE
11200,성동구,2023Q2,224,일식음식점,0.1667,0.0417,32,0.0,0.0,JAPANESE
11200,성동구,2023Q3,230,일식음식점,0.0268,0.0938,6,1.25,0.0521,JAPANESE
11200,성동구,2023Q4,225,일식음식점,-0.0217,0.0913,-5,-0.0261,-0.0024,JAPANESE
11200,성동구,2024Q1,230,일식음식점,0.0222,0.0978,5,0.0709,0.0065,JAPANESE
11200,성동구,2024Q2,227,일식음식점,-0.013,0.0435,-3,-0.5553,-0.0543,JAPANESE
11200,성동구,2024Q3,221,일식음식점,-0.0264,0.0352,-6,-0.1894,-0.0082,JAPANESE
11200,성동구,2024Q4,264,일식음식점,0.1946,0.0679,43,0.9259,0.0326,JAPANESE
11200,성동구,2025Q1,256,일식음식점,-0.0303,0.0758,-8,0.1162,0.0079,JAPANESE
11200,성동구,2025Q2,254,일식음식점,-0.0078,0.0664,-2,-0.1234,-0.0094,JAPANESE
11200,성동구,2025Q3,249,일식음식점,-0.0197,0.063,-5,-0.0514,-0.0034,JAPANESE
11200,성동구,2025Q4,255,일식음식점,0.0241,0.0361,6,-0.4262,-0.0268,JAPANESE
11200,성동구,2023Q1,4083,전체,0.0,0.0,0,0.0,0.0,ALL
11200,성동구,2023Q2,4460,전체,0.0923,0.0551,377,0.0,0.0,ALL
11200,성동구,2023Q3,4464,전체,0.0009,0.0803,4,0.4566,0.0252,ALL
11200,성동구,2023Q4,4386,전체,-0.0175,0.0616,-78,-0.2325,-0.0187,ALL
11200,성동구,2024Q1,4401,전체,0.0034,0.0825,15,0.3398,0.0209,ALL
11200,성동구,2024Q2,4288,전체,-0.0257,0.0518,-113,-0.3723,-0.0307,ALL
11200,성동구,2024Q3,4128,전체,-0.0373,0.0396,-160,-0.2347,-0.0122,ALL
11200,성동구,2024Q4,4672,전체,0.1318,0.0763,544,0.9248,0.0367,ALL
11200,성동구,2025Q1,4502,전체,-0.0364,0.0796,-170,0.0434,0.0033,ALL
11200,성동구,2025Q2,4377,전체,-0.0278,0.0653,-125,-0.1798,-0.0143,ALL
11200,성동구,2025Q3,4330,전체,-0.0107,0.0496,-47,-0.2408,-0.0157,ALL
11200,성동구,2025Q4,4372,전체,0.0097,0.0374,42,-0.2454,-0.0122,ALL
11200,성동구,2023Q1,171,제과점,0.0,0.0,0,0.0,0.0,BAKERY
11200,성동구,2023Q2,204,제과점,0.193,0.0468,33,0.0,0.0,BAKERY
11200,성동구,2023Q3,206,제과점,0.0098,0.0637,2,0.3621,0.0169,BAKERY
11200,성동구,2023Q4,203,제과점,-0.0146,0.0534,-3,-0.1621,-0.0103,BAKERY
11200,성동구,2024Q1,207,제과점,0.0197,0.0739,4,0.3838,0.0205,BAKERY
11200,성동구,2024Q2,200,제과점,-0.0338,0.0628,-7,-0.1501,-0.0111,BAKERY
11200,성동구,2024Q3,191,제과점,-0.045,0.055,-9,-0.1242,-0.0078,BAKERY
11200,성동구,2024Q4,232,제과점,0.2147,0.1047,41,0.9039,0.0497,BAKERY
11200,성동구,2025Q1,224,제과점,-0.0345,0.0819,-8,-0.2179,-0.0228,BAKERY
11200,성동구,2025Q2,214,제과점,-0.0446,0.0804,-10,-0.0188,-0.0015,BAKERY
11200,성동구,2025Q3,216,제과점,0.0093,0.0374,2,-0.5348,-0.043,BAKERY
11200,성동구,2025Q4,219,제과점,0.0139,0.0509,3,0.3623,0.0135,BAKERY
11200,성동구,2023Q1,133,중식음식점,0.0,0.0,0,0.0,0.0,CHINESE
11200,성동구,2023Q2,144,중식음식점,0.0827,0.0602,11,0.0,0.0,CHINESE
11200,성동구,2023Q3,140,중식음식점,-0.0278,0.0833,-4,0.3854,0.0232,CHINESE
11200,성동구,2023Q4,139,중식음식점,-0.0071,0.0429,-1,-0.4857,-0.0405,CHINESE
11200,성동구,2024Q1,141,중식음식점,0.0144,0.0504,2,0.1751,0.0075,CHINESE
11200,성동구,2024Q2,139,중식음식점,-0.0142,0.0284,-2,-0.4367,-0.022,CHINESE
11200,성동구,2024Q3,131,중식음식점,-0.0576,0.0576,-8,1.0288,0.0292,CHINESE
11200,성동구,2024Q4,145,중식음식점,0.1069,0.0611,14,0.0611,0.0035,CHINESE
11200,성동구,2025Q1,141,중식음식점,-0.0276,0.069,-4,0.1293,0.0079,CHINESE
11200,성동구,2025Q2,137,중식음식점,-0.0284,0.0496,-4,-0.2801,-0.0193,CHINESE
11200,성동구,2025Q3,131,중식음식점,-0.0438,0.0584,-6,0.1762,0.0087,CHINESE
11200,성동구,2025Q4,129,중식음식점,-0.0153,0.0534,-2,-0.0849,-0.005,CHINESE
11200,성동구,2023Q1,164,치킨전문점,0.0,0.0,0,0.0,0.0,CHICKEN
11200,성동구,2023Q2,173,치킨전문점,0.0549,0.0915,9,0.0,0.0,CHICKEN
11200,성동구,2023Q3,174,치킨전문점,0.0058,0.0751,1,-0.1784,-0.0163,CHICKEN
11200,성동구,2023Q4,171,치킨전문점,-0.0172,0.0575,-3,-0.2352,-0.0177,CHICKEN
11200,성동구,2024Q1,169,치킨전문점,-0.0117,0.0819,-2,0.4246,0.0244,CHICKEN
11200,성동구,2024Q2,164,치킨전문점,-0.0296,0.0592,-5,-0.2773,-0.0227,CHICKEN
11200,성동구,2024Q3,162,치킨전문점,-0.0122,0.0122,-2,-0.7939,-0.047,CHICKEN
11200,성동구,2024Q4,167,치킨전문점,0.0309,0.0432,5,2.5432,0.031,CHICKEN
11200,성동구,2025Q1,170,치킨전문점,0.018,0.0479,3,0.1086,0.0047,CHICKEN
11200,성동구,2025Q2,168,치킨전문점,-0.0118,0.0588,-2,0.2279,0.0109,CHICKEN
11200,성동구,2025Q3,161,치킨전문점,-0.0417,0.0595,-7,0.0119,0.0007,CHICKEN
11200,성동구,2025Q4,163,치킨전문점,0.0124,0.0435,2,-0.2696,-0.016,CHICKEN
11200,성동구,2023Q1,811,커피-음료,0.0,0.0,0,0.0,0.0,CAFE
11200,성동구,2023Q2,863,커피-음료,0.0641,0.058,52,0.0,0.0,CAFE
11200,성동구,2023Q3,845,커피-음료,-0.0209,0.1054,-18,0.8195,0.0475,CAFE
11200,성동구,2023Q4,842,커피-음료,-0.0036,0.0627,-3,-0.4052,-0.0427,CAFE
11200,성동구,2024Q1,828,커피-음료,-0.0166,0.101,-14,0.6095,0.0382,CAFE
11200,성동구,2024Q2,805,커피-음료,-0.0278,0.0556,-23,-0.4497,-0.0454,CAFE
11200,성동구,2024Q3,763,커피-음료,-0.0522,0.0559,-42,0.0062,0.0003,CAFE
11200,성동구,2024Q4,858,커피-음료,0.1245,0.0931,95,0.6646,0.0372,CAFE
11200,성동구,2025Q1,827,커피-음료,-0.0361,0.0851,-31,-0.0857,-0.008,CAFE
11200,성동구,2025Q2,799,커피-음료,-0.0339,0.075,-28,-0.1188,-0.0101,CAFE
11200,성동구,2025Q3,782,커피-음료,-0.0213,0.0613,-17,-0.182,-0.0136,CAFE
11200,성동구,2025Q4,768,커피-음료,-0.0179,0.0448,-14,-0.2702,-0.0166,CAFE
11200,성동구,2023Q1,178,패스트푸드점,0.0,0.0,0,0.0,0.0,FASTFOOD
11200,성동구,2023Q2,198,패스트푸드점,0.1124,0.0787,20,0.0,0.0,FASTFOOD
11200,성동구,2023Q3,196,패스트푸드점,-0.0101,0.0909,-2,0.1558,0.0123,FASTFOOD
11200,성동구,2023Q4,192,패스트푸드점,-0.0204,0.0714,-4,-0.2143,-0.0195,FASTFOOD
11200,성동구,2024Q1,198,패스트푸드점,0.0312,0.0938,6,0.3125,0.0223,FASTFOOD
11200,성동구,2024Q2,192,패스트푸드점,-0.0303,0.0606,-6,-0.3535,-0.0331,FASTFOOD
11200,성동구,2024Q3,181,패스트푸드점,-0.0573,0.0573,-11,-0.0547,-0.0033,FASTFOOD
11200,성동구,2024Q4,202,패스트푸드점,0.116,0.0718,21,0.2536,0.0145,FASTFOOD
11200,성동구,2025Q1,202,패스트푸드점,0.0,0.0792,0,0.1028,0.0074,FASTFOOD
11200,성동구,2025Q2,201,패스트푸드점,-0.005,0.0545,-1,-0.3125,-0.0248,FASTFOOD
11200,성동구,2025Q3,195,패스트푸드점,-0.0299,0.0547,-6,0.005,0.0003,FASTFOOD
11200,성동구,2025Q4,197,패스트푸드점,0.0103,0.0462,2,-0.1566,-0.0086,FASTFOOD
11200,성동구,2023Q1,1495,한식음식점,0.0,0.0,0,0.0,0.0,KOREAN
11200,성동구,2023Q2,1636,한식음식점,0.0943,0.0415,141,0.0,0.0,KOREAN
11200,성동구,2023Q3,1649,한식음식점,0.0079,0.0691,13,0.6655,0.0276,KOREAN
11200,성동구,2023Q4,1608,한식음식점,-0.0249,0.0582,-41,-0.1571,-0.0109,KOREAN
11200,성동구,2024Q1,1630,한식음식점,0.0137,0.0703,22,0.2071,0.0121,KOREAN
11200,성동구,2024Q2,1603,한식음식점,-0.0166,0.0417,-27,-0.4064,-0.0286,KOREAN
11200,성동구,2024Q3,1556,한식음식점,-0.0293,0.0299,-47,-0.2822,-0.0118,KOREAN
11200,성동구,2024Q4,1799,한식음식점,0.1562,0.0649,243,1.1677,0.035,KOREAN
11200,성동구,2025Q1,1705,한식음식점,-0.0523,0.0928,-94,0.4301,0.0279,KOREAN
11200,성동구,2025Q2,1656,한식음식점,-0.0287,0.0622,-49,-0.3303,-0.0307,KOREAN
11200,성동구,2025Q3,1677,한식음식점,0.0127,0.0435,21,-0.3007,-0.0187,KOREAN
11200,성동구,2025Q4,1731,한식음식점,0.0322,0.0244,54,-0.4377,-0.019,KOREAN
11200,성동구,2023Q1,466,호프-간이주점,0.0,0.0,0,0.0,0.0,PUB
11200,성동구,2023Q2,460,호프-간이주점,-0.0129,0.0536,-6,0.0,0.0,PUB
11200,성동구,2023Q3,455,호프-간이주점,-0.0109,0.063,-5,0.1751,0.0094,PUB
11200,성동구,2023Q4,458,호프-간이주점,0.0066,0.0418,3,-0.3376,-0.0213,PUB
11200,성동구,2024Q1,441,호프-간이주점,-0.0371,0.0852,-17,1.0392,0.0434,PUB
11200,성동구,2024Q2,427,호프-간이주점,-0.0317,0.0612,-14,-0.281,-0.0239,PUB
11200,성동구,2024Q3,413,호프-간이주점,-0.0328,0.0351,-14,-0.4262,-0.0261,PUB
11200,성동구,2024Q4,465,호프-간이주점,0.1259,0.046,52,0.3096,0.0109,PUB
11200,성동구,2025Q1,455,호프-간이주점,-0.0215,0.0387,-10,-0.1586,-0.0073,PUB
11200,성동구,2025Q2,437,호프-간이주점,-0.0396,0.0549,-18,0.4194,0.0162,PUB
11200,성동구,2025Q3,423,호프-간이주점,-0.032,0.0435,-14,-0.2087,-0.0115,PUB
11200,성동구,2025Q4,405,호프-간이주점,-0.0426,0.0567,-18,0.305,0.0133,PUB
11215,광진구,2023Q1,313,분식전문점,0.0,0.0,0,0.0,0.0,SNACK
11215,광진구,2023Q2,312,분식전문점,-0.0032,0.0703,-1,0.0,0.0,SNACK
11215,광진구,2023Q3,308,분식전문점,-0.0128,0.0897,-4,0.2768,0.0195,SNACK
11215,광진구,2023Q4,309,분식전문점,0.0032,0.0617,1,-0.3126,-0.0281,SNACK
11215,광진구,2024Q1,308,분식전문점,-0.0032,0.0874,-1,0.4165,0.0257,SNACK
11215,광진구,2024Q2,302,분식전문점,-0.0195,0.0584,-6,-0.3312,-0.0289,SNACK
11215,광진구,2024Q3,285,분식전문점,-0.0563,0.0596,-17,0.0199,0.0012,SNACK
11215,광진구,2024Q4,301,분식전문점,0.0561,0.0632,16,0.0596,0.0036,SNACK
11215,광진구,2025Q1,286,분식전문점,-0.0498,0.0664,-15,0.052,0.0033,SNACK
11215,광진구,2025Q2,290,분식전문점,0.014,0.028,4,-0.579,-0.0385,SNACK
11215,광진구,2025Q3,281,분식전문점,-0.031,0.0414,-9,0.4793,0.0134,SNACK
11215,광진구,2025Q4,279,분식전문점,-0.0071,0.0463,-2,0.118,0.0049,SNACK
11215,광진구,2023Q1,173,양식음식점,0.0,0.0,0,0.0,0.0,WESTERN
11215,광진구,2023Q2,204,양식음식점,0.1792,0.0867,31,0.0,0.0,WESTERN
11215,광진구,2023Q3,201,양식음식점,-0.0147,0.1422,-3,0.6395,0.0555,WESTERN
11215,광진구,2023Q4,196,양식음식점,-0.0249,0.0995,-5,-0.3001,-0.0427,WESTERN
11215,광진구,2024Q1,196,양식음식점,0.0,0.1327,0,0.3332,0.0332,WESTERN
11215,광진구,2024Q2,192,양식음식점,-0.0204,0.0459,-4,-0.6538,-0.0867,WESTERN
11215,광진구,2024Q3,186,양식음식점,-0.0312,0.0469,-6,0.0208,0.001,WESTERN
11215,광진구,2024Q4,195,양식음식점,0.0484,0.0914,9,0.9498,0.0445,WESTERN
11215,광진구,2025Q1,187,양식음식점,-0.041,0.0769,-8,-0.1584,-0.0145,WESTERN
11215,광진구,2025Q2,188,양식음식점,0.0053,0.0802,1,0.0428,0.0033,WESTERN
11215,광진구,2025Q3,188,양식음식점,0.0,0.0798,0,-0.0053,-0.0004,WESTERN
11215,광진구,2025Q4,195,양식음식점,0.0372,0.016,7,-0.8,-0.0638,WESTERN
11215,광진구,2023Q1,219,일식음식점,0.0,0.0,0,0.0,0.0,JAPANESE
11215,광진구,2023Q2,247,일식음식점,0.1279,0.0411,28,0.0,0.0,JAPANESE
11215,광진구,2023Q3,240,일식음식점,-0.0283,0.1336,-7,2.251,0.0925,JAPANESE
11215,광진구,2023Q4,236,일식음식점,-0.0167,0.075,-4,-0.4386,-0.0586,JAPANESE
11215,광진구,2024Q1,234,일식음식점,-0.0085,0.0932,-2,0.2429,0.0182,JAPANESE
11215,광진구,2024Q2,237,일식음식점,0.0128,0.0385,3,-0.5874,-0.0548,JAPANESE
11215,광진구,2024Q3,224,일식음식점,-0.0549,0.0549,-13,0.4262,0.0164,JAPANESE
11215,광진구,2024Q4,257,일식음식점,0.1473,0.0357,33,-0.3489,-0.0191,JAPANESE
