분기코드,행정동코드,행정동명,총유동인구,남성유동인구,여성유동인구,연령대_10,연령대_20,연령대_30,연령대_40,연령대_50,연령대_60이상,최다성별,최다연령대,유동인구_gap,유동인구_delta
2023Q1,11110515,청운효자동,3555653.0,1537073.0,2018579.0,651642.0,482379.0,536397.0,635813.0,521752.0,727671.0,F,60대이상,0.0,0.0
2023Q2,11110515,청운효자동,3662829.0,1540083.0,2122746.0,755955.0,489936.0,538071.0,628500.0,535958.0,714410.0,F,10대,107176.0,0.03014242390919475
2023Q3,11110515,청운효자동,3457038.0,1472108.0,1984930.0,697337.0,456435.0,509481.0,595976.0,518663.0,679148.0,F,10대,-205791.0,-0.056183622003648015
2023Q4,11110515,청운효자동,3605198.0,1506626.0,2098572.0,734641.0,489785.0,533814.0,612266.0,535564.0,699127.0,F,10대,148160.0,0.042857498239822656
2024Q1,11110515,청운효자동,3586210.0,1518780.0,2067431.0,686977.0,490851.0,552372.0,613608.0,525910.0,716492.0,F,60대이상,-18988.0,-0.005266839713103155
2024Q2,11110515,청운효자동,3697084.0,1515525.0,2181560.0,763570.0,499676.0,569382.0,626972.0,536253.0,701232.0,F,10대,110874.0,0.030916761706648588
2024Q3,11110515,청운효자동,3461402.0,1444215.0,2017188.0,670093.0,458637.0,537247.0,595906.0,525387.0,674133.0,F,60대이상,-235682.0,-0.06374807821515549
2024Q4,11110515,청운효자동,3580355.0,1467219.0,2113136.0,704962.0,487537.0,553130.0,616048.0,532655.0,686022.0,F,10대,118953.0,0.03436555476653669
2025Q1,11110515,청운효자동,3322244.0,1398755.0,1923488.0,617483.0,442023.0,512462.0,582831.0,505315.0,662130.0,F,60대이상,-258111.0,-0.07209089601450136
2025Q2,11110515,청운효자동,3549035.0,1454708.0,2094326.0,698056.0,465669.0,549383.0,619762.0,538072.0,678093.0,F,10대,226791.0,0.06826440201261552
2025Q3,11110515,청운효자동,3274798.0,1391259.0,1883538.0,606134.0,427700.0,513320.0,582675.0,507456.0,637514.0,F,60대이상,-274237.0,-0.07727086377001069
2025Q4,11110515,청운효자동,3348036.0,1404710.0,1943326.0,612759.0,460079.0,531517.0,585928.0,511788.0,645961.0,F,60대이상,73238.0,0.022364127497329633
2023Q1,11110530,사직동,3886303.0,1824266.0,2062036.0,366574.0,598563.0,793376.0,789200.0,639767.0,698824.0,F,30대,0.0,0.0
2023Q2,11110530,사직동,3943057.0,1823766.0,2119292.0,395556.0,605062.0,807509.0,784549.0,637233.0,713149.0,F,30대,56754.0,0.014603596271314911
2023Q3,11110530,사직동,3866927.0,1801029.0,2065899.0,359440.0,596603.0,794911.0,775980.0,636765.0,703229.0,F,30대,-76130.0,-0.019307354674304777
2023Q4,11110530,사직동,4094242.0,1894282.0,2199960.0,406638.0,634506.0,827459.0,800825.0,680226.0,744589.0,F,30대,227315.0,0.05878440425692033
2024Q1,11110530,사직동,3896639.0,1797562.0,2099076.0,355366.0,602055.0,805513.0,785468.0,645829.0,702408.0,F,30대,-197603.0,-0.048263634636154906
2024Q2,11110530,사직동,3893005.0,1764792.0,2128214.0,372902.0,592181.0,803676.0,794677.0,638981.0,690588.0,F,30대,-3634.0,-0.0009325985804690129
2024Q3,11110530,사직동,3743471.0,1708012.0,2035460.0,336632.0,579438.0,768955.0,774539.0,624369.0,659538.0,F,40대,-149534.0,-0.03841094475861195
2024Q4,11110530,사직동,4046716.0,1821772.0,2224944.0,376231.0,632016.0,805056.0,821914.0,671951.0,739546.0,F,40대,303245.0,0.08100637082536499
2025Q1,11110530,사직동,3978820.0,1814538.0,2164282.0,339404.0,604573.0,788169.0,818720.0,674960.0,752995.0,F,40대,-67896.0,-0.016778049163815756
2025Q2,11110530,사직동,4099841.0,1839397.0,2260444.0,383906.0,631473.0,832673.0,840974.0,686909.0,723907.0,F,40대,121021.0,0.03041630433143494
2025Q3,11110530,사직동,3904600.0,1779380.0,2125221.0,343749.0,611113.0,800694.0,823966.0,660308.0,664770.0,F,40대,-195241.0,-0.04762160288655093
2025Q4,11110530,사직동,3910218.0,1769732.0,2140486.0,352115.0,615607.0,783058.0,807614.0,657669.0,694155.0,F,40대,5618.0,0.0014388157557752024
2023Q1,11110540,삼청동,931818.0,438444.0,493374.0,114599.0,150628.0,161935.0,171101.0,143049.0,190504.0,F,60대이상,0.0,0.0
2023Q2,11110540,삼청동,997813.0,469495.0,528319.0,133339.0,148928.0,173847.0,183270.0,152955.0,205477.0,F,60대이상,65995.0,0.07082391625832507
2023Q3,11110540,삼청동,940763.0,445116.0,495648.0,117953.0,145447.0,166834.0,173360.0,143479.0,193689.0,F,60대이상,-57050.0,-0.05717504181645261
2023Q4,11110540,삼청동,954306.0,450966.0,503339.0,117910.0,150301.0,163720.0,177540.0,146915.0,197917.0,F,60대이상,13543.0,0.01439576173807855
2024Q1,11110540,삼청동,890462.0,420849.0,469613.0,99522.0,140541.0,151334.0,173713.0,137338.0,188014.0,F,60대이상,-63844.0,-0.06690097306314746
2024Q2,11110540,삼청동,1014093.0,472938.0,541156.0,126746.0,156946.0,173859.0,192565.0,157783.0,206194.0,F,60대이상,123631.0,0.13883916438882293
2024Q3,11110540,삼청동,954713.0,455120.0,499592.0,116550.0,151330.0,159911.0,181513.0,150166.0,195243.0,F,60대이상,-59380.0,-0.05855478738143349
2024Q4,11110540,삼청동,999306.0,464349.0,534958.0,119528.0,157898.0,164267.0,189648.0,161104.0,206863.0,F,60대이상,44593.0,0.046708277775624696
2025Q1,11110540,삼청동,948998.0,461442.0,487557.0,99445.0,148872.0,162171.0,181928.0,158546.0,198037.0,F,60대이상,-50308.0,-0.05034293799897127
2025Q2,11110540,삼청동,1020583.0,464412.0,556172.0,121660.0,160112.0,177998.0,191979.0,165628.0,203207.0,F,60대이상,71585.0,0.07543219269166013
2025Q3,11110540,삼청동,936140.0,429395.0,506744.0,106257.0,148120.0,164953.0,174663.0,152276.0,189872.0,F,60대이상,-84443.0,-0.08273996333468225
2025Q4,11110540,삼청동,974927.0,447501.0,527426.0,111809.0,152954.0,169365.0,185237.0,157744.0,197820.0,F,60대이상,38787.0,0.041432905334672254
2023Q1,11110550,부암동,1103990.0,493364.0,610626.0,207994.0,130140.0,122888.0,178180.0,176816.0,287973.0,F,60대이상,0.0,0.0
2023Q2,11110550,부암동,1137688.0,508594.0,629094.0,236792.0,149447.0,123511.0,181945.0,177199.0,268791.0,F,60대이상,33698.0,0.030523827208579712
2023Q3,11110550,부암동,1131589.0,509335.0,622256.0,230728.0,134745.0,124991.0,183994.0,180893.0,276238.0,F,60대이상,-6099.0,-0.005360872225073976
2023Q4,11110550,부암동,1166497.0,524518.0,641978.0,233661.0,157796.0,128847.0,186598.0,181640.0,277957.0,F,60대이상,34908.0,0.030848656181705625
2024Q1,11110550,부암동,1079722.0,488605.0,591117.0,211768.0,132020.0,120105.0,175369.0,173451.0,267011.0,F,60대이상,-86775.0,-0.07438938977125531
2024Q2,11110550,부암동,926801.0,414729.0,512073.0,196297.0,128062.0,103104.0,144823.0,141767.0,212746.0,F,60대이상,-152921.0,-0.14162997512322617
2024Q3,11110550,부암동,914885.0,412627.0,502258.0,185392.0,109811.0,103680.0,144832.0,149083.0,222087.0,F,60대이상,-11916.0,-0.012857128984539279
2024Q4,11110550,부암동,961812.0,429275.0,532537.0,194375.0,130973.0,107717.0,146126.0,152743.0,229878.0,F,60대이상,46927.0,0.05129278543204885
2025Q1,11110550,부암동,902967.0,402058.0,500907.0,166855.0,111736.0,104736.0,140747.0,151042.0,227849.0,F,60대이상,-58845.0,-0.06118139511671716
2025Q2,11110550,부암동,931763.0,408212.0,523550.0,190962.0,123900.0,104203.0,141310.0,150542.0,220847.0,F,60대이상,28796.0,0.03189042345955051
2025Q3,11110550,부암동,814204.0,355152.0,459051.0,158005.0,94495.0,91932.0,128204.0,138134.0,203433.0,F,60대이상,-117559.0,-0.12616834967690282
2025Q4,11110550,부암동,844176.0,362813.0,481365.0,160444.0,110168.0,96819.0,132541.0,137800.0,206406.0,F,60대이상,29972.0,0.036811413355866573
2023Q1,11110560,평창동,825452.0,364579.0,460873.0,139668.0,84969.0,90060.0,124075.0,143178.0,243502.0,F,60대이상,0.0,0.0
2023Q2,11110560,평창동,785436.0,345489.0,439947.0,133667.0,81410.0,81658.0,120571.0,141630.0,226501.0,F,60대이상,-40016.0,-0.048477682530298605
2023Q3,11110560,평창동,758392.0,332824.0,425568.0,126105.0,77941.0,79833.0,112352.0,137376.0,224786.0,F,60대이상,-27044.0,-0.034431831492317655
2023Q4,11110560,평창동,791963.0,347161.0,444803.0,135358.0,79291.0,84156.0,118074.0,141545.0,233541.0,F,60대이상,33571.0,0.04426602601293261
2024Q1,11110560,평창동,791907.0,345987.0,445920.0,135678.0,79654.0,85014.0,116798.0,141268.0,233497.0,F,60대이상,-56.0,-7.071037409578373e-05
2024Q2,11110560,평창동,833970.0,360962.0,473008.0,150350.0,84419.0,90019.0,124940.0,145185.0,239056.0,F,60대이상,42063.0,0.053116085600960705
2024Q3,11110560,평창동,838168.0,360187.0,477981.0,149827.0,82461.0,89303.0,122697.0,147528.0,246351.0,F,60대이상,4198.0,0.005033754211782204
2024Q4,11110560,평창동,887229.0,384009.0,503219.0,161230.0,88698.0,91739.0,132535.0,156383.0,256644.0,F,60대이상,49061.0,0.05853361140010116
2025Q1,11110560,평창동,901766.0,390681.0,511085.0,167163.0,84147.0,93179.0,135744.0,159414.0,262119.0,F,60대이상,14537.0,0.016384721419160142
2025Q2,11110560,평창동,904147.0,382772.0,521375.0,171628.0,87739.0,92995.0,137548.0,159093.0,255146.0,F,60대이상,2381.0,0.0026403745539307355
2025Q3,11110560,평창동,932114.0,395635.0,536479.0,178137.0,89845.0,96679.0,139192.0,163197.0,265064.0,F,60대이상,27967.0,0.030931917044462853
2025Q4,11110560,평창동,911272.0,387031.0,524241.0,171858.0,87974.0,95786.0,139181.0,158305.0,258165.0,F,60대이상,-20842.0,-0.02235992593180658
2023Q1,11110570,무악동,1956422.0,866832.0,1089591.0,367611.0,234166.0,246335.0,286450.0,294729.0,527133.0,F,60대이상,0.0,0.0
2023Q2,11110570,무악동,1939075.0,873412.0,1065663.0,375265.0,222996.0,236710.0,288533.0,293812.0,521761.0,F,60대이상,-17347.0,-0.008866696448925682
2023Q3,11110570,무악동,1916171.0,852552.0,1063618.0,368719.0,217551.0,236780.0,289522.0,294059.0,509539.0,F,60대이상,-22904.0,-0.011811817490298249
2023Q4,11110570,무악동,1889339.0,845944.0,1043396.0,363858.0,207891.0,232746.0,292973.0,292158.0,499713.0,F,60대이상,-26832.0,-0.01400292562615757
2024Q1,11110570,무악동,1834716.0,804278.0,1030437.0,354186.0,205481.0,219631.0,290662.0,288442.0,476313.0,F,60대이상,-54623.0,-0.0289111694619123
2024Q2,11110570,무악동,1764539.0,777881.0,986658.0,326774.0,197146.0,218321.0,280797.0,272616.0,468885.0,F,60대이상,-70177.0,-0.03824951654643005
2024Q3,11110570,무악동,1863501.0,824641.0,1038860.0,337326.0,219884.0,228347.0,290700.0,285737.0,501506.0,F,60대이상,98962.0,0.056083770321880166
2024Q4,11110570,무악동,1752038.0,773789.0,978249.0,330942.0,195815.0,215214.0,273358.0,268373.0,468335.0,F,60대이상,-111463.0,-0.05981375915548204
2025Q1,11110570,무악동,1725058.0,762504.0,962554.0,342678.0,190763.0,202831.0,268043.0,266221.0,454521.0,F,60대이상,-26980.0,-0.015399209377878753
2025Q2,11110570,무악동,1779593.0,783121.0,996472.0,328439.0,205857.0,219065.0,277682.0,279530.0,469021.0,F,60대이상,54535.0,0.03161342980931647
2025Q3,11110570,무악동,1974280.0,867071.0,1107209.0,347166.0,244564.0,242457.0,301408.0,319403.0,519282.0,F,60대이상,194687.0,0.10939973353457777
2025Q4,11110570,무악동,2015725.0,890343.0,1125382.0,374529.0,239674.0,242671.0,314879.0,318229.0,525743.0,F,60대이상,41445.0,0.02099246307514635
2023Q1,11110580,교남동,3864711.0,1742168.0,2122544.0,790293.0,458564.0,518969.0,666892.0,579961.0,850032.0,F,60대이상,0.0,0.0
2023Q2,11110580,교남동,3817973.0,1741121.0,2076853.0,795116.0,444728.0,514229.0,658273.0,584181.0,821447.0,F,60대이상,-46738.0,-0.0120935304088714
2023Q3,11110580,교남동,3816801.0,1732867.0,2083934.0,804809.0,438593.0,516024.0,655152.0,583484.0,818738.0,F,60대이상,-1172.0,-0.00030696916924244366
2023Q4,11110580,교남동,3812704.0,1743145.0,2069558.0,793679.0,439385.0,518112.0,656911.0,587151.0,817467.0,F,60대이상,-4097.0,-0.0010734120013068393
2024Q1,11110580,교남동,3968394.0,1802873.0,2165519.0,825756.0,472352.0,518691.0,692564.0,608784.0,850246.0,F,60대이상,155690.0,0.040834536329072524
2024Q2,11110580,교남동,3947004.0,1821802.0,2125203.0,820611.0,467556.0,517938.0,690624.0,605745.0,844528.0,F,60대이상,-21390.0,-0.005390089794511277
2024Q3,11110580,교남동,3921696.0,1800934.0,2120762.0,810933.0,478335.0,501503.0,691520.0,610999.0,828406.0,F,60대이상,-25308.0,-0.0064119519514042045
2024Q4,11110580,교남동,4149031.0,1921091.0,2227941.0,860950.0,494485.0,542673.0,728481.0,638015.0,884427.0,F,60대이상,227335.0,0.05796854218174996
2025Q1,11110580,교남동,4219937.0,1924740.0,2295197.0,837142.0,516754.0,563775.0,728716.0,659252.0,914299.0,F,60대이상,70906.0,0.01708977349168994
2025Q2,11110580,교남동,4167907.0,1908016.0,2259891.0,839490.0,488708.0,560506.0,727928.0,660656.0,890617.0,F,60대이상,-52030.0,-0.012329567953265674
2025Q3,11110580,교남동,3995664.0,1821439.0,2174224.0,816846.0,474573.0,526556.0,682509.0,642025.0,853151.0,F,60대이상,-172243.0,-0.04132601807094061
2025Q4,11110580,교남동,3950238.0,1791216.0,2159022.0,813323.0,460475.0,506074.0,678221.0,639381.0,852764.0,F,60대이상,-45426.0,-0.011368823805004591
2023Q1,11110600,가회동,1316000.0,642757.0,673244.0,177225.0,194832.0,235246.0,252320.0,214106.0,242273.0,F,40대,0.0,0.0
2023Q2,11110600,가회동,1365059.0,677012.0,688048.0,222470.0,188244.0,236085.0,251631.0,219649.0,246980.0,F,40대,49059.0,0.037278875379939125
2023Q3,11110600,가회동,1281834.0,639331.0,642503.0,196807.0,176619.0,229063.0,240574.0,202717.0,236054.0,F,40대,-83225.0,-0.06096806072118499
2023Q4,11110600,가회동,1282353.0,631394.0,650959.0,188861.0,178052.0,228648.0,249459.0,200239.0,237094.0,F,40대,519.0,0.0004048886205234581
2024Q1,11110600,가회동,1187506.0,582241.0,605265.0,143343.0,172189.0,216963.0,236203.0,193229.0,225578.0,F,40대,-94847.0,-0.0739632534879241
2024Q2,11110600,가회동,1322344.0,648513.0,673830.0,214652.0,184950.0,235180.0,245909.0,205444.0,236209.0,F,40대,134838.0,0.11354721576143612
2024Q3,11110600,가회동,1253677.0,619861.0,633816.0,191462.0,175203.0,222586.0,234984.0,200637.0,228803.0,F,40대,-68667.0,-0.051928242575305705
2024Q4,11110600,가회동,1274401.0,617865.0,656537.0,186733.0,184594.0,226748.0,245146.0,202892.0,228287.0,F,40대,20724.0,0.016530573664508497
2025Q1,11110600,가회동,1222404.0,613546.0,608857.0,155642.0,184188.0,220859.0,238135.0,197675.0,225904.0,M,40대,-51997.0,-0.04080112931487023
2025Q2,11110600,가회동,1244131.0,593154.0,650978.0,188967.0,180340.0,225611.0,236698.0,197280.0,215235.0,F,40대,21727.0,0.017773992886148893
2025Q3,11110600,가회동,1175173.0,549930.0,625243.0,177726.0,170099.0,210771.0,225256.0,187901.0,203421.0,F,40대,-68958.0,-0.05542663915616608
2025Q4,11110600,가회동,1171993.0,545064.0,626930.0,177943.0,169078.0,204826.0,227783.0,187729.0,204636.0,F,40대,-3180.0,-0.0027059845656767223
2023Q1,11110615,종로1·2·3·4가동,14180166.0,7781912.0,6398255.0,753971.0,2814472.0,2827957.0,2702823.0,2290067.0,2790875.0,M,30대,0.0,0.0
2023Q2,11110615,종로1·2·3·4가동,14175711.0,7694610.0,6481102.0,733103.0,2755365.0,2855947.0,2689044.0,2306515.0,2835734.0,M,30대,-4455.0,-0.00031417121633137146
2023Q3,11110615,종로1·2·3·4가동,13870987.0,7514743.0,6356244.0,698815.0,2773030.0,2829177.0,2653629.0,2246665.0,2669673.0,M,30대,-304724.0,-0.02149620572823474
2023Q4,11110615,종로1·2·3·4가동,14303604.0,7739553.0,6564051.0,760129.0,2729789.0,2881517.0,2734840.0,2377601.0,2819727.0,M,30대,432617.0,0.031188624140445098
2024Q1,11110615,종로1·2·3·4가동,13969774.0,7580672.0,6389101.0,718435.0,2734008.0,2824946.0,2694383.0,2300784.0,2697216.0,M,30대,-333830.0,-0.023338873195874243
2024Q2,11110615,종로1·2·3·4가동,14243910.0,7624681.0,6619228.0,696875.0,2847723.0,2913814.0,2715992.0,2312188.0,2757316.0,M,30대,274136.0,0.019623510015265744
2024Q3,11110615,종로1·2·3·4가동,13527970.0,7268960.0,6259010.0,666958.0,2717037.0,2785986.0,2620142.0,2192055.0,2545791.0,M,30대,-715940.0,-0.05026288427826353
2024Q4,11110615,종로1·2·3·4가동,14152630.0,7562012.0,6590618.0,708007.0,2722015.0,2871346.0,2722743.0,2338976.0,2789543.0,M,30대,624660.0,0.04617544243519167
2025Q1,11110615,종로1·2·3·4가동,13650465.0,7356899.0,6293565.0,660498.0,2644586.0,2790446.0,2646153.0,2248638.0,2660143.0,M,30대,-502165.0,-0.03548209767371857
2025Q2,11110615,종로1·2·3·4가동,14129208.0,7489578.0,6639631.0,673154.0,2784653.0,2921230.0,2729170.0,2308722.0,2712278.0,M,30대,478743.0,0.035071552507552006
2025Q3,11110615,종로1·2·3·4가동,13813280.0,7372834.0,6440447.0,638859.0,2705069.0,2881135.0,2756532.0,2258854.0,2572832.0,M,30대,-315928.0,-0.022359922792558495
2025Q4,11110615,종로1·2·3·4가동,13824388.0,7362487.0,6461901.0,698370.0,2598027.0,2863039.0,2742220.0,2291502.0,2631230.0,M,30대,11108.0,0.0008041536839911156
2023Q1,11110630,종로5·6가동,6719965.0,3472057.0,3247908.0,401773.0,1075916.0,1061602.0,1074533.0,1329311.0,1776831.0,M,60대이상,0.0,0.0
2023Q2,11110630,종로5·6가동,6660285.0,3401232.0,3259054.0,441610.0,1075538.0,1036388.0,1047360.0,1277169.0,1782221.0,M,60대이상,-59680.0,-0.008880998636153659
2023Q3,11110630,종로5·6가동,6238061.0,3176251.0,3061809.0,384899.0,1025475.0,991105.0,987280.0,1193177.0,1656125.0,M,60대이상,-422224.0,-0.06339428417852988
2023Q4,11110630,종로5·6가동,6253394.0,3202031.0,3051363.0,411460.0,1024870.0,969624.0,986050.0,1196945.0,1664447.0,M,60대이상,15333.0,0.002457975322780692
2024Q1,11110630,종로5·6가동,5943183.0,3025085.0,2918098.0,364852.0,938379.0,914563.0,954995.0,1163932.0,1606463.0,M,60대이상,-310211.0,-0.049606821511646304
2024Q2,11110630,종로5·6가동,6152562.0,3110754.0,3041808.0,415612.0,973704.0,935790.0,974163.0,1173727.0,1679565.0,M,60대이상,209379.0,0.03523011154123967
2024Q3,11110630,종로5·6가동,5744525.0,2922644.0,2821882.0,358986.0,912550.0,894928.0,916709.0,1095322.0,1566031.0,M,60대이상,-408037.0,-0.06631985179507338
2024Q4,11110630,종로5·6가동,5409631.0,2758803.0,2650829.0,377626.0,868709.0,830865.0,877661.0,1017124.0,1437647.0,M,60대이상,-334894.0,-0.05829794456460713
2025Q1,11110630,종로5·6가동,4952892.0,2508153.0,2444739.0,327657.0,775310.0,782753.0,821737.0,926192.0,1319243.0,M,60대이상,-456739.0,-0.08443071255691936
2025Q2,11110630,종로5·6가동,5238510.0,2633150.0,2605361.0,378453.0,835639.0,815725.0,854782.0,960100.0,1393812.0,M,60대이상,285618.0,0.05766691460262008
2025Q3,11110630,종로5·6가동,5186670.0,2597795.0,2588875.0,306125.0,829054.0,847206.0,874674.0,960734.0,1368877.0,M,60대이상,-51840.0,-0.009895943693913
2025Q4,11110630,종로5·6가동,5436250.0,2714317.0,2721932.0,333369.0,896711.0,875071.0,907576.0,989135.0,1434389.0,F,60대이상,249580.0,0.04811950634993156
2023Q1,11110640,이화동,3430517.0,1549562.0,1880955.0,321777.0,806749.0,670030.0,549046.0,499313.0,583601.0,F,20대,0.0,0.0
2023Q2,11110640,이화동,3653518.0,1645907.0,2007609.0,372487.0,874664.0,713106.0,562372.0,521732.0,609155.0,F,20대,223001.0,0.06500507066427597
2023Q3,11110640,이화동,3875773.0,1744705.0,2131069.0,396274.0,912568.0,767626.0,604305.0,566290.0,628711.0,F,20대,222255.0,0.06083314766753589
2023Q4,11110640,이화동,4198533.0,1894428.0,2304104.0,474052.0,1002510.0,800670.0,650198.0,602382.0,668720.0,F,20대,322760.0,0.08327629094892819
2024Q1,11110640,이화동,4274928.0,1931995.0,2342932.0,416466.0,1023917.0,833717.0,676684.0,627470.0,696672.0,F,20대,76395.0,0.01819564119181627
2024Q2,11110640,이화동,4363195.0,1954063.0,2409132.0,492323.0,1076300.0,833368.0,672387.0,613702.0,675116.0,F,20대,88267.0,0.020647599211027545
2024Q3,11110640,이화동,4299805.0,1924852.0,2374955.0,440705.0,1048813.0,844612.0,689829.0,610064.0,665785.0,F,20대,-63390.0,-0.014528344481509525
2024Q4,11110640,이화동,4696993.0,2095639.0,2601353.0,535619.0,1135119.0,890061.0,745589.0,668213.0,722392.0,F,20대,397188.0,0.09237349135600326
2025Q1,11110640,이화동,4574168.0,2054650.0,2519518.0,454737.0,1068915.0,892290.0,753301.0,671773.0,733152.0,F,20대,-122825.0,-0.026149708973379315
2025Q2,11110640,이화동,4841942.0,2151635.0,2690307.0,550443.0,1164380.0,912798.0,777461.0,693522.0,743337.0,F,20대,267774.0,0.058540482116091974
2025Q3,11110640,이화동,4694830.0,2084340.0,2610491.0,461949.0,1095687.0,908632.0,791509.0,700126.0,736927.0,F,20대,-147112.0,-0.030382850517416404
2025Q4,11110640,이화동,4456453.0,1985333.0,2471119.0,484126.0,1048618.0,833691.0,743324.0,654659.0,692031.0,F,20대,-238377.0,-0.050774362436978526
2023Q1,11110650,혜화동,9107757.0,3918944.0,5188813.0,1477231.0,3148173.0,1065739.0,1070181.0,1031014.0,1315419.0,F,20대,0.0,0.0
2023Q2,11110650,혜화동,9677349.0,4184559.0,5492789.0,1710714.0,3560462.0,1069913.0,1054011.0,1007820.0,1274430.0,F,20대,569592.0,0.06253921794356176
2023Q3,11110650,혜화동,8564771.0,3753843.0,4810928.0,1408574.0,2917148.0,1024825.0,1013617.0,973309.0,1227298.0,F,20대,-1112578.0,-0.11496722914508917
2023Q4,11110650,혜화동,9575649.0,4141728.0,5433921.0,1614470.0,3567967.0,1081428.0,1068316.0,996200.0,1247269.0,F,20대,1010878.0,0.11802744054686332
2024Q1,11110650,혜화동,8621484.0,3798129.0,4823354.0,1386279.0,2931697.0,1042330.0,1040418.0,982342.0,1238420.0,F,20대,-954165.0,-0.09964494312604821
2024Q2,11110650,혜화동,9687330.0,4235042.0,5452287.0,1724013.0,3647054.0,1070011.0,1033765.0,987682.0,1224806.0,F,20대,1065846.0,0.12362674453725142
2024Q3,11110650,혜화동,8439896.0,3738843.0,4701053.0,1333791.0,2917242.0,1032273.0,996588.0,949683.0,1210320.0,F,20대,-1247434.0,-0.12876964034465632
2024Q4,11110650,혜화동,9335695.0,4056685.0,5279010.0,1493689.0,3544109.0,1076568.0,1021317.0,985188.0,1214826.0,F,20대,895799.0,0.10613863014425773
2025Q1,11110650,혜화동,8475034.0,3713787.0,4761246.0,1286112.0,2904964.0,1060267.0,1010714.0,973590.0,1239386.0,F,20대,-860661.0,-0.09219035112008267
2025Q2,11110650,혜화동,9403241.0,4107410.0,5295831.0,1540113.0,3521929.0,1087137.0,1035218.0,1000476.0,1218369.0,F,20대,928207.0,0.10952251047016448
2025Q3,11110650,혜화동,8332584.0,3701051.0,4631534.0,1245830.0,2884068.0,1045229.0,993825.0,977835.0,1185798.0,F,20대,-1070657.0,-0.11386042323067125
2025Q4,11110650,혜화동,9250213.0,4021213.0,5229000.0,1379950.0,3481400.0,1095444.0,1040362.0,1027116.0,1225942.0,F,20대,917629.0,0.11012538247439219
2023Q1,11110670,창신1동,2997237.0,1484783.0,1512454.0,163645.0,427359.0,469686.0,498670.0,593508.0,844369.0,F,60대이상,0.0,0.0
2023Q2,11110670,창신1동,3014244.0,1470462.0,1543782.0,156947.0,425702.0,464875.0,503967.0,604758.0,857995.0,F,60대이상,17007.0,0.005674225962111201
2023Q3,11110670,창신1동,2897394.0,1430307.0,1467087.0,152576.0,415615.0,443997.0,483859.0,574861.0,826485.0,F,60대이상,-116850.0,-0.03876593932010808
2023Q4,11110670,창신1동,3070684.0,1508250.0,1562433.0,162705.0,433753.0,468348.0,516528.0,605818.0,883532.0,F,60대이상,173290.0,0.05980891794488419
2024Q1,11110670,창신1동,2961509.0,1460978.0,1500531.0,166169.0,408864.0,445967.0,497507.0,577025.0,865978.0,F,60대이상,-109175.0,-0.03555396778046849
2024Q2,11110670,창신1동,2713665.0,1328283.0,1385382.0,146754.0,378117.0,406384.0,468105.0,525814.0,788491.0,F,60대이상,-247844.0,-0.08368841695230367
2024Q3,11110670,창신1동,2569374.0,1265999.0,1303375.0,134132.0,376867.0,388961.0,434171.0,484588.0,750654.0,F,60대이상,-144291.0,-0.05317200170249459
2024Q4,11110670,창신1동,2790807.0,1367527.0,1423280.0,143021.0,416182.0,417543.0,471700.0,528931.0,813429.0,F,60대이상,221433.0,0.08618169250564534
2025Q1,11110670,창신1동,2729728.0,1343828.0,1385899.0,146587.0,416805.0,405995.0,459834.0,509513.0,790994.0,F,60대이상,-61079.0,-0.021885784291067023
2025Q2,11110670,창신1동,2894717.0,1415260.0,1479457.0,157880.0,425920.0,430498.0,498237.0,547791.0,834392.0,F,60대이상,164989.0,0.06044155315108313
2025Q3,11110670,창신1동,2841547.0,1392699.0,1448848.0,152544.0,431977.0,423362.0,475978.0,536086.0,821601.0,F,60대이상,-53170.0,-0.01836794408572584
2025Q4,11110670,창신1동,2847894.0,1402032.0,1445862.0,163203.0,443723.0,416546.0,469937.0,535956.0,818529.0,F,60대이상,6347.0,0.0022336424489899365
2023Q1,11110680,창신2동,5903021.0,2742442.0,3160579.0,495244.0,894575.0,714207.0,769770.0,1275023.0,1754199.0,F,60대이상,0.0,0.0
2023Q2,11110680,창신2동,5728461.0,2620633.0,3107828.0,445162.0,865950.0,700178.0,749362.0,1263814.0,1703994.0,F,60대이상,-174560.0,-0.029571299170373933
2023Q3,11110680,창신2동,5441115.0,2531814.0,2909302.0,427041.0,830110.0,666681.0,709904.0,1199238.0,1608143.0,F,60대이상,-287346.0,-0.05016111657214739
2023Q4,11110680,창신2동,4993878.0,2361959.0,2631920.0,382280.0,733887.0,601960.0,653689.0,1121073.0,1500989.0,F,60대이상,-447237.0,-0.08219583669891195
2024Q1,11110680,창신2동,4816958.0,2308124.0,2508834.0,361252.0,697777.0,563782.0,623425.0,1074086.0,1496635.0,F,60대이상,-176920.0,-0.03542737728074252
2024Q2,11110680,창신2동,5075214.0,2421548.0,2653665.0,354914.0,745161.0,596226.0,649691.0,1117303.0,1611920.0,F,60대이상,258256.0,0.05361391982242725
2024Q3,11110680,창신2동,4912642.0,2369744.0,2542898.0,360966.0,751592.0,584676.0,606298.0,1050145.0,1558963.0,F,60대이상,-162572.0,-0.03203254089384211
2024Q4,11110680,창신2동,4929182.0,2382645.0,2546537.0,347787.0,758945.0,594837.0,590848.0,1051338.0,1585427.0,F,60대이상,16540.0,0.003366823798681029
